Rank,Title,Type,Episodes,Start_Year,Score,Members
1500,One Punch Man Specials,Special,6.0,2015,7.69,350100
1501,Psycho-Pass Movie 1,Movie,1.0,2015,7.69,294383
1502,Shigatsu wa Kimi no Uso: Moments,OVA,1.0,2015,7.69,121517
1503,Tsurune: Kazemai Koukou Kyuudou-bu,TV,13.0,2018,7.69,182784
1504,Yeon-ui Pyeonji,Movie,1.0,2025,7.69,6268
1505,"Yuru Yuri,",OVA,1.0,2019,7.69,36609
1506,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,TV,12.0,2023,7.69,701095
1507,Ani ni Tsukeru Kusuri wa Nai! 3,TV,12.0,2019,7.68,43257
1508,Asagao to Kase-san.,OVA,1.0,2018,7.68,136772
1509,Cang Yuan Tu 3,ONA,,2026,7.68,1378
1510,Cardcaptor Sakura: Clear Card-hen,TV,22.0,2018,7.68,135762
1511,Chi's Sweet Home,TV,104.0,2008,7.68,68995
1512,D.Gray-man Hallow,TV,13.0,2016,7.68,200993
1513,Doraemon Movie 07: Nobita to Tetsujin Heidan,Movie,1.0,1986,7.68,10665
1514,Doraemon Movie 26: Nobita no Kyouryuu 2006,Movie,1.0,2006,7.68,19365
1515,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,Movie,1.0,2013,7.68,10793
1516,Hirogaru Sky! Precure,TV,50.0,2023,7.68,13129
1517,Hourou Musuko,TV,11.0,2011,7.68,138271
1518,Konnichiwa Anne: Before Green Gables,TV,39.0,2009,7.68,9543
1519,Koutetsujou no Kabaneri Movie 3: Unato Kessen,Movie,1.0,2019,7.68,153740
1520,Kun Tun Tianxia Zhi Zhang Men Guilai,ONA,12.0,2025,7.68,32847
1521,Love Live! Superstar!! 2nd Season,TV,12.0,2022,7.68,39415
1522,Meitantei Conan Movie 21: Karakurenai no Love Letter,Movie,1.0,2017,7.68,36594
1523,Migi to Dali,TV,13.0,2023,7.68,109239
1524,Monsters: Ippyaku Sanjou Hiryuu Jigoku,ONA,1.0,2024,7.68,52690
1525,Nurarihyon no Mago OVA,OVA,2.0,2012,7.68,26920
1526,Pokemon Movie 01: Mewtwo no Gyakushuu,Movie,1.0,1998,7.68,287649
1527,Shingeki no Kyojin Season 3 Specials,Special,7.0,2018,7.68,44956
1528,Space Cobra,TV,31.0,1982,7.68,28437
1529,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,TV,6.0,2017,7.68,45347
1530,Zhen Hun Jie 4th Season,ONA,26.0,2024,7.68,2363
1531,3D Kanojo: Real Girl 2nd Season,TV,12.0,2019,7.67,211532
1532,Bai Yao Pu: Si Fu Pian,ONA,12.0,2024,7.67,2987
1533,Break Blade Movie 6: Doukoku no Toride,Movie,1.0,2011,7.67,57103
1534,Cang Yuan Tu: Dongning Fu Fanwai Pian,ONA,4.0,2024,7.67,2261
1535,Doupo Cangqiong: Yuanqi,ONA,3.0,2022,7.67,4421
1536,Evangelion Movie 3: Q,Movie,1.0,2012,7.67,499183
1537,Free! Movie 2: Timeless Medley - Yakusoku,Movie,1.0,2017,7.67,48734
1538,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",TV,12.0,2015,7.67,897857
1539,Ginga Tokkyuu Milky☆Subway Movie: Kakueki Teisha Gekijou Yuki,Movie,1.0,2026,7.67,5141
1540,Ichigo Mashimaro Encore,OVA,2.0,2009,7.67,27691
1541,InuYasha Movie 2: Kagami no Naka no Mugenjou,Movie,1.0,2002,7.67,112295
1542,Jishou Akuyaku Reijou na Konyakusha no Kansatsu Kiroku.,TV,12.0,2026,7.67,71075
1543,Junjou Romantica OVA,OVA,2.0,2012,7.67,59283
1544,Karakai Jouzu no Takagi-san,TV,12.0,2018,7.67,646604
1545,Kill la Kill Specials,Special,2.0,2014,7.67,213281
1546,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,TV,12.0,2023,7.67,349382
1547,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,Movie,1.0,2007,7.67,54813
1548,Kui Cheng Shoufu Cong Youxi Kaishi,ONA,16.0,2024,7.67,8276
1549,Mahou Shoujo Madoka★Magica Movie 4: Walpurgis no Kaiten,Movie,1.0,2026,7.67,87338
1550,Princess Principal,TV,12.0,2017,7.67,227401
1551,Seitokai Yakuindomo*,TV,13.0,2014,7.67,274173
1552,Shoujo☆Kageki Revue Starlight,TV,12.0,2018,7.67,99706
1553,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,TV,12.0,2017,7.67,453356
1554,Sugar Apple Fairy Tale Part 2,TV,12.0,2023,7.67,83880
1555,Trapp Ikka Monogatari,TV,40.0,1991,7.67,9728
1556,Watashi no Shiawase na Kekkon,TV,12.0,2023,7.67,396488
1557,Yama no Susume: Next Summit,TV,12.0,2022,7.67,29192
1558,ACCA: 13-ku Kansatsu-ka,TV,12.0,2017,7.66,181814
1559,Ai no Utagoe wo Kikasete,Movie,1.0,2021,7.66,125985
1560,Baka to Test to Shoukanjuu Ni!,TV,13.0,2011,7.66,387905
1561,Boku no Kokoro no Yabai Yatsu: Twi-Yaba,ONA,1.0,2023,7.66,39364
1562,Bungou Stray Dogs: Hitori Ayumu,OVA,1.0,2017,7.66,188894
1563,Daa! Daa! Daa!,TV,78.0,2000,7.66,27968
1564,Digimon Tamers,TV,51.0,2001,7.66,213612
1565,Doraemon Movie 40: Nobita no Shin Kyouryuu,Movie,1.0,2020,7.66,6066
1566,Fairy Tail (2014),TV,102.0,2014,7.66,1087138
1567,Giovanni no Shima,Movie,1.0,2014,7.66,36558
1568,Hai to Gensou no Grimgar,TV,12.0,2016,7.66,817495
1569,Hanhua Riji 3rd Season,ONA,12.0,2022,7.66,4443
1570,High School Fleet Movie,Movie,1.0,2020,7.66,19617
1571,"Himesama ""Goumon"" no Jikan desu 2nd Season",TV,12.0,2026,7.66,29587
1572,Initial D Battle Stage 2,OVA,1.0,2007,7.66,34976
1573,Junjou Romantica 2,TV,12.0,2008,7.66,189648
1574,Kami nomi zo Shiru Sekai: Tenri-hen,OVA,2.0,2012,7.66,144891
1575,Kanojo to Kanojo no Neko: Everything Flows,TV,4.0,2016,7.66,147943
1576,Kengan Ashura Part 2,ONA,12.0,2019,7.66,122998
1577,Kitarou Tanjou: Gegege no Nazo,Movie,1.0,2023,7.66,10252
1578,Kuroko no Basket 3rd Season NG-shuu,Special,9.0,2015,7.66,49186
1579,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,TV,13.0,2022,7.66,45023
1580,Love Live! Nijigasaki Gakuen School Idol Doukoukai: Kanketsu-hen,Movie,1.0,2024,7.66,9666
1581,Macross F: Close Encounter - Deculture Edition,Special,1.0,2007,7.66,13516
1582,Master Keaton,TV,24.0,1998,7.66,33314
1583,Meitantei Conan Movie 17: Zekkai no Private Eye,Movie,1.0,2013,7.66,44242
1584,Meitantei Precure!,TV,,2026,7.66,8491
1585,Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,OVA,1.0,2019,7.66,121628
1586,Mousou Dairinin,TV,13.0,2004,7.66,484347
1587,Psycho-Pass Movie 2: Providence,Movie,1.0,2023,7.66,62664
1588,Rilakkuma to Kaoru-san,ONA,13.0,2019,7.66,18105
1589,Seikai no Senki,TV,13.0,2000,7.66,37094
1590,Shin Kidou Senki Gundam Wing,TV,49.0,1995,7.66,173196
1591,Shin Mazinger Shougeki! Z-hen,TV,26.0,2009,7.66,17673
1592,Tenkuu no Escaflowne,TV,26.0,1996,7.66,180459
1593,Tondemo Skill de Isekai Hourou Meshi 2,TV,12.0,2025,7.66,150672
1594,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,OVA,26.0,2017,7.66,26256
1595,Wu Dong Qian Kun 2nd Season,ONA,12.0,2020,7.66,6338
1596,Xiehou Ta de Shaonu Shidai,ONA,18.0,2024,7.66,14388
1597,Xing Yu Siwan Nian,ONA,16.0,2022,7.66,3136
1598,Arashi no Yoru ni,Movie,1.0,2005,7.65,25992
1599,Arslan Senki (TV),TV,25.0,2015,7.65,401115
1600,Binbougami ga!,TV,13.0,2012,7.65,251387
1601,Bokura wa Minna Kawai-sou,TV,12.0,2014,7.65,408849
1602,Code Geass: Hangyaku no Lelouch II - Handou,Movie,1.0,2018,7.65,84574
1603,Date A Bullet: Nightmare or Queen,Movie,1.0,2020,7.65,83683
1604,Doupo Cangqiong 2nd Season,ONA,12.0,2018,7.65,12388
1605,Doupo Cangqiong Special 1,Special,2.0,2017,7.65,6844
1606,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,Special,1.0,2015,7.65,71757
1607,Gakuen Alice,TV,26.0,2004,7.65,107578
1608,Gensou Mangekyou: The Memories of Phantasm,OVA,,2011,7.65,11818
1609,Hayate no Gotoku!!,TV,25.0,2009,7.65,120539
1610,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... desu ka!?,Movie,1.0,2010,7.65,9028
1611,Ichigo Mashimaro OVA,OVA,3.0,2007,7.65,31483
1612,Kengan Ashura Season 2,ONA,12.0,2023,7.65,50332
1613,Kimi to Boku.,TV,13.0,2011,7.65,197864
1614,Kuroshitsuji,TV,24.0,2008,7.65,1286008
1615,Layton Kyouju to Eien no Utahime,Movie,1.0,2009,7.65,31434
1616,Mahouka Koukou no Rettousei: Tsuioku-hen,TV,1.0,2021,7.65,101274
1617,Minami-ke Tadaima,TV,13.0,2013,7.65,63262
1618,Mitsudomoe Zouryouchuu!,TV,8.0,2011,7.65,49853
1619,Non Non Biyori: Okinawa e Ikukoto ni Natta,OVA,1.0,2014,7.65,71033
1620,Poyopoyo Kansatsu Nikki,TV,52.0,2012,7.65,23378
1621,Rokuhou-dou Yotsuiro Biyori,TV,12.0,2018,7.65,38028
1622,Rurouni Kenshin DVD-BOX Special Ending,Special,1.0,2007,7.65,19741
1623,Seto no Hanayome,TV,26.0,2007,7.65,349858
1624,Shirobako Movie,Movie,1.0,2020,7.65,56127
1625,Toaru Kagaku no Railgun,TV,24.0,2009,7.65,653806
1626,Tsuritama,TV,12.0,2012,7.65,178109
1627,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,TV,12.0,2024,7.64,101638
1628,Akebi-chan no Sailor-fuku,TV,12.0,2022,7.64,218694
1629,Aoi Bungaku Series,TV,12.0,2009,7.64,235587
1630,Bishoujo Senshi Sailor Moon SuperS,TV,39.0,1995,7.64,131098
1631,Cardcaptor Sakura Movie 1,Movie,1.0,1999,7.64,107192
1632,Dadao Chaotian,ONA,16.0,2024,7.64,1252
1633,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,Movie,1.0,1995,7.64,172044
1634,Fanren Xiu Xian Zhuan: Yan Jia Bao Dazhan,ONA,4.0,2021,7.64,4326
1635,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Special,1.0,2006,7.64,74530
1636,Ichigo Mashimaro,TV,12.0,2005,7.64,133418
1637,Kimagure Orange☆Road: Ano Hi ni Kaeritai,Movie,1.0,1988,7.64,11872
1638,Kuroko no Basket NG-shuu,Special,9.0,2012,7.64,70281
1639,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,Movie,1.0,2019,7.64,49889
1640,Machikado Mazoku,TV,12.0,2019,7.64,183417
1641,Meitantei Conan Movie 28: Sekigan no Flashback,Movie,1.0,2025,7.64,9147
1642,Minami-ke,TV,13.0,2007,7.64,185368
1643,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,Special,1.0,2013,7.64,39561
1644,Oniichan wa Oshimai!,TV,12.0,2023,7.64,195285
1645,Overlord Movie 1: Fushisha no Ou,Movie,1.0,2017,7.64,101781
1646,Pandora Hearts,TV,25.0,2009,7.64,456778
1647,Pretty Rhythm: Rainbow Live,TV,51.0,2013,7.64,15310
1648,Ranma ½ Super,OVA,3.0,1995,7.64,22784
1649,Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,OVA,1.0,2022,7.64,45148
1650,Seikai no Senki III,OVA,2.0,2005,7.64,19127
1651,Senki Zesshou Symphogear AXZ,TV,13.0,2017,7.64,40681
1652,Shinigami Bocchan to Kuro Maid 2nd Season,TV,12.0,2023,7.64,104244
1653,Star☆Twinkle Precure,TV,49.0,2019,7.64,14959
1654,Tonikaku Kawaii 2nd Season,TV,12.0,2023,7.64,302743
1655,Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,OVA,8.0,2021,7.64,8888
1656,Wonderful Precure!,TV,50.0,2024,7.64,9717
1657,Yong Sheng: Tai Yuan Xian Fu,ONA,26.0,2025,7.64,1086
1658,Yowamushi Pedal: New Generation,TV,25.0,2017,7.64,87428
1659,5-toubun no Hanayome,TV,12.0,2019,7.63,1095710
1660,Aggressive Retsuko (ONA),ONA,10.0,2018,7.63,197999
1661,AKB0048: Next Stage,TV,13.0,2013,7.63,39279
1662,Ansatsu Kyoushitsu: Kagaijugyou-hen,ONA,8.0,2016,7.63,77977
1663,Ao Haru Ride,TV,12.0,2014,7.63,1026154
1664,Bleach Movie 4: Jigoku-hen,Movie,1.0,2010,7.63,238146
1665,Bokura wa Minna Kawai-sou: Hajimete no,Special,1.0,2015,7.63,54232
1666,Candy Candy,TV,115.0,1976,7.63,35627
1667,Dekiru Neko wa Kyou mo Yuuutsu,TV,13.0,2023,7.63,129283
1668,Drifters: Special Edition,Special,1.0,2016,7.63,37138
1669,Fairy Tail: Final Series,TV,51.0,2018,7.63,566777
1670,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,Movie,1.0,2021,7.63,90244
1671,Genshiken,TV,12.0,2004,7.63,195072
1672,Gintama on Theater 2D: Ikkoku Keisei-hen,Movie,1.0,2024,7.63,5998
1673,Jebal Joyonghi Jom Hae!,ONA,5.0,2025,7.63,7027
1674,Kami nomi zo Shiru Sekai,TV,12.0,2010,7.63,669177
1675,Kamonohashi Ron no Kindan Suiri 2nd Season,TV,13.0,2024,7.63,68703
1676,Karaoke Iko!,TV,5.0,2025,7.63,26764
1677,Kiniro Mosaic: Thank You!!,Movie,1.0,2021,7.63,15415
1678,Lupin III,TV,23.0,1971,7.63,113180
1679,Macross Δ Movie 2: Zettai Live!!!,Movie,1.0,2021,7.63,10523
1680,Mahou Shoujo Lyrical Nanoha StrikerS,TV,26.0,2007,7.63,57042
1681,Maria-sama ga Miteru: Haru,TV,13.0,2004,7.63,30818
1682,Meitantei Conan Movie 10: Tantei-tachi no Requiem Recap,Movie,1.0,2006,7.63,11354
1683,Orange,TV,13.0,2016,7.63,910946
1684,Osomatsu-san 2nd Season,TV,25.0,2017,7.63,58104
1685,Seikai no Monshou,TV,13.0,1999,7.63,58684
1686,Sidonia no Kishi,TV,12.0,2014,7.63,247684
1687,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Movie,1.0,1995,7.63,19738
1688,Soukyuu no Fafner: Dead Aggressor - Exodus Part 2,TV,13.0,2015,7.63,16629
1689,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,Movie,1.0,2014,7.63,26332
1690,Tondemo Skill de Isekai Hourou Meshi,TV,12.0,2023,7.63,352315
1691,Wind Breaker Season 2,TV,12.0,2025,7.63,244841
1692,Working!!,TV,13.0,2010,7.63,458203
1693,Yama no Susume Third Season,TV,13.0,2018,7.63,29814
1694,3-nen Z-gumi Ginpachi-sensei,TV,12.0,2025,7.62,47715
1695,Ansatsu Kyoushitsu Movie: Minna no Jikan,Movie,1.0,2026,7.62,35888
1696,Ashita no Nadja,TV,50.0,2003,7.62,36922
1697,Black Jack (TV),TV,61.0,2004,7.62,41773
1698,Bounen no Xamdou,ONA,26.0,2008,7.62,154293
1699,Break Blade Movie 1: Kakusei no Toki,Movie,1.0,2010,7.62,88368
1700,Dead Dead Demons Dededede Destruction,Movie,2.0,2024,7.62,36566
1701,Di Yi Xulie,ONA,16.0,2023,7.62,2510
1702,Digimon Adventure Movie,Movie,1.0,1999,7.62,121394
1703,Flip Flappers,TV,13.0,2016,7.62,206221
1704,Free!: FrFr - Short Movie,Movie,7.0,2013,7.62,75735
1705,Fune wo Amu,TV,11.0,2016,7.62,137162
1706,Hachimitsu to Clover Specials,Special,2.0,2005,7.62,32908
1707,Hanma Baki: Son of Ogre,ONA,12.0,2021,7.62,204843
1708,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,Movie,1.0,2016,7.62,35792
1709,Inuyashiki,TV,11.0,2017,7.62,712773
1710,Jungle wa Itsumo Hare nochi Guu Final,OVA,7.0,2003,7.62,10996
1711,K: Missing Kings,Movie,1.0,2014,7.62,268326
1712,Kidou Keisatsu Patlabor: New OVA,OVA,16.0,1990,7.62,13316
1713,"Kimi to, Nami ni Noretara",Movie,1.0,2019,7.62,265324
1714,Ling Long: Incarnation Middle Chapter,ONA,1.0,2019,7.62,3191
1715,"Mikadono Sanshimai wa Angai, Choroi.",TV,12.0,2025,7.62,123380
1716,Nejimaki Seirei Senki: Tenkyou no Alderamin,TV,13.0,2016,7.62,351690
1717,Nijusseiki Denki Mokuroku: Eureka Evrika,TV,13.0,2026,7.62,88061
1718,Ojamajo Carnival!!,ONA,1.0,2024,7.62,2264
1719,Piano no Mori,Movie,1.0,2007,7.62,73200
1720,Rozen Maiden: Träumend,TV,12.0,2005,7.62,111984
1721,Rurouni Kenshin: Meiji Kenkaku Romantan (2023),TV,24.0,2023,7.62,156735
1722,Shixiong A Shixiong 2nd Season,ONA,26.0,2023,7.62,2352
1723,Shuumatsu no Walküre III,ONA,15.0,2025,7.62,66779
1724,Tamayura: More Aggressive,TV,12.0,2013,7.62,23170
1725,Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,Movie,1.0,2022,7.62,255991
1726,Aggressive Retsuko,TV,100.0,2016,7.61,115608
1727,Arknights: Perish in Frost,TV,8.0,2023,7.61,61611
1728,D4DJ First Mix,TV,13.0,2020,7.61,48721
1729,Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen,Movie,1.0,2021,7.61,41134
1730,Diamond no Ace: Second Season OVA,OVA,2.0,2016,7.61,12869
1731,Digimon Adventure tri. 3: Kokuhaku,Movie,1.0,2016,7.61,79073
1732,Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,Movie,1.0,2017,7.61,8466
1733,Eikoku Koi Monogatari Emma,TV,12.0,2005,7.61,66450
1734,Free! Eternal Summer,TV,13.0,2014,7.61,443984
1735,Free! Movie 1: Timeless Medley - Kizuna,Movie,1.0,2017,7.61,55930
1736,Gabriel DropOut Specials,Special,2.0,2017,7.61,75902
1737,Gakkougurashi!,TV,12.0,2015,7.61,487806
1738,Genshiken OVA,OVA,3.0,2006,7.61,54752
1739,Hirano to Kagiura,Movie,1.0,2023,7.61,31208
1740,Huyao Xiao Hongniang 3: Yue Hong Pian,ONA,13.0,2016,7.61,14323
1741,Jigoku Shoujo Mitsuganae,TV,26.0,2008,7.61,108786
1742,Juubee Ninpuuchou,Movie,1.0,1993,7.61,162826
1743,Kino no Tabi: The Beautiful World - The Animated Series,TV,12.0,2017,7.61,234084
1744,Kishibe Rohan wa Ugokanai,OVA,4.0,2017,7.61,168279
1745,Koupen-chan,TV,,2025,7.61,7244
1746,Koyomimonogatari,ONA,12.0,2016,7.61,274945
1747,Kyou kara Maou!,TV,78.0,2004,7.61,124830
1748,Kyoukai no Kanata: Shinonome,Special,1.0,2014,7.61,140934
1749,Mahoujin Guruguru,TV,45.0,1994,7.61,12393
1750,Mashle,TV,12.0,2023,7.61,823837
1751,Meitantei Conan: Conan vs. Kid - Shark & Jewel,Movie,1.0,2005,7.61,9437
1752,Ongaku,Movie,1.0,2020,7.61,17541
1753,Owari no Seraph: Nagoya Kessen-hen,TV,12.0,2015,7.61,863196
1754,Persona 3 the Movie 2: Midsummer Knight's Dream,Movie,1.0,2014,7.61,98696
1755,Persona 3 the Movie 3: Falling Down,Movie,1.0,2015,7.61,88255
1756,Pokemon: Mezase Pokemon Master,TV,11.0,2023,7.61,31282
1757,PriPara,TV,140.0,2014,7.61,25217
1758,R.O.D: Read or Die,OVA,3.0,2001,7.61,78237
1759,Servant x Service,TV,13.0,2013,7.61,237852
1760,Shingeki no Bahamut: Genesis,TV,12.0,2014,7.61,441571
1761,Shixiong A Shixiong,ONA,13.0,2023,7.61,3235
1762,Tenchi Muyou! Ryououki,OVA,6.0,1992,7.61,59508
1763,Tenchi Muyou! Ryououki 2nd Season,OVA,6.0,1994,7.61,31331
1764,The iDOLM@STER,TV,25.0,2011,7.61,161206
1765,Tokyo Revengers: Seiya Kessen-hen,TV,13.0,2023,7.61,438922
1766,UFO Robo Grendizer,TV,74.0,1975,7.61,14518
1767,Utawarerumono,TV,26.0,2006,7.61,184184
1768,Bishoujo Senshi Sailor Moon Eternal Movie 1,Movie,1.0,2021,7.6,37200
1769,Blood+,TV,50.0,2005,7.6,401088
1770,Chrno Crusade,TV,24.0,2003,7.6,239637
1771,Date A Bullet: Dead or Bullet,Movie,1.0,2020,7.6,119924
1772,Fairy Tail: 100-nen Quest,TV,25.0,2024,7.6,177752
1773,Free! Dive to the Future,TV,12.0,2018,7.6,196032
1774,Fushigi Yuugi,TV,52.0,1995,7.6,130683
1775,"Fuufu Ijou, Koibito Miman.",TV,12.0,2022,7.6,453951
1776,Hakkenden: Touhou Hakken Ibun 2nd Season,TV,13.0,2013,7.6,67329
1777,Hakuouki Movie 1: Kyoto Ranbu,Movie,1.0,2013,7.6,31408
1778,Hanhua Riji 2nd Season,ONA,12.0,2020,7.6,4475
1779,Heion Sedai no Idaten-tachi,TV,11.0,2021,7.6,212517
1780,Hoshiai no Sora,TV,12.0,2019,7.6,222740
1781,Jigoku Shoujo,TV,26.0,2005,7.6,389076
1782,K: Seven Stories Movie 5 - Memory of Red - Burn,Movie,1.0,2018,7.6,24608
1783,Kareshi Kanojo no Jijou,TV,26.0,1998,7.6,258272
1784,Kekkaishi,TV,52.0,2006,7.6,119709
1785,Kidou Butouden G Gundam,TV,49.0,1994,7.6,76459
1786,Kimitachi wa Dou Ikiru ka,Movie,1.0,2023,7.6,154619
1787,Love Live! Sunshine!! 2nd Season,TV,13.0,2017,7.6,124971
1788,Mahou Shoujo ni Akogarete,TV,13.0,2024,7.6,212374
1789,Meitantei Conan Movie 09: Suihei Senjou no Strategy Recap,Movie,1.0,2005,7.6,10678
1790,Nurarihyon no Mago,TV,24.0,2010,7.6,291134
1791,Ponkotsu Fuuki Iin to Skirt-take ga Futekisetsu na JK no Hanashi,TV,12.0,2026,7.6,69130
1792,Project Sekai Movie: Kowareta Sekai to Utaenai Miku,Movie,1.0,2025,7.6,36745
1793,Puparia,ONA,1.0,2020,7.6,64309
1794,Saint Seiya: Meiou Hades Elysion-hen,OVA,6.0,2008,7.6,45109
1795,Sekaiichi Hatsukoi,TV,12.0,2011,7.6,231953
1796,Tegamibachi,TV,25.0,2009,7.6,128729
1797,Tennis no Oujisama: Another Story - Kako to Mirai no Message,OVA,4.0,2009,7.6,16673
1798,Tianbao Fuyao Lu,ONA,13.0,2020,7.6,10927
1799,Toaru Hikuushi e no Tsuioku,Movie,1.0,2011,7.6,81600
1800,Toumei Otoko to Ningen Onna: Sonouchi Fuufu ni Naru Futari,TV,12.0,2026,7.6,59445
1801,Wakakusa Monogatari: Nan to Jo-sensei,TV,40.0,1993,7.6,7639
1802,Wushen Zhuzai,ONA,720.0,2020,7.6,7017
1803,Yao Shen Ji 9th Season,ONA,52.0,2025,7.6,1381
1804,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,Movie,1.0,2017,7.6,16407
1805,Ani ni Tsukeru Kusuri wa Nai! 4,TV,12.0,2020,7.59,33534
1806,Asobi Asobase Specials,Special,2.0,2018,7.59,51211
1807,Black Jack 21,TV,17.0,2006,7.59,15146
1808,Boku no Hero Academia the Movie 3: World Heroes' Mission,Movie,1.0,2021,7.59,297695
1809,Bokura no,TV,24.0,2007,7.59,204415
1810,Chuuka Ichiban!,TV,52.0,1997,7.59,22138
1811,Dragon Ball Super: Super Hero,Movie,1.0,2022,7.59,152528
1812,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,Special,1.0,1990,7.59,117620
1813,Final Fantasy VII: Advent Children - Venice Film Festival Footage,Movie,1.0,2005,7.59,13648
1814,Full Metal Panic!,TV,24.0,2002,7.59,537908
1815,Hokuto no Ken 2,TV,43.0,1987,7.59,35482
1816,Initial D Battle Stage,OVA,1.0,2002,7.59,43499
1817,Kagami no Kojou,Movie,1.0,2022,7.59,43149
1818,Kaitou Saint Tail,TV,43.0,1995,7.59,24232
1819,Kekkai Sensen,TV,12.0,2015,7.59,955777
1820,Kidou Senshi Gundam: GQuuuuuuX - Beginning,Movie,1.0,2025,7.59,10102
1821,Kimi no Iro,Movie,1.0,2024,7.59,44562
1822,Ling Long: Incarnation,ONA,6.0,2019,7.59,9007
1823,Long Zu II: Daowangzhe Zhi Tong,ONA,24.0,2025,7.59,18138
1824,Majin Tantei Nougami Neuro,TV,25.0,2007,7.59,72207
1825,Nanatsu no Taizai,TV,24.0,2014,7.59,2232919
1826,Naruto: Shippuuden - Sunny Side Battle,Special,1.0,2013,7.59,81276
1827,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,Movie,1.0,2019,7.59,56769
1828,Sakamoto Days,TV,11.0,2025,7.59,534801
1829,Shen Lan Qi Yu Wushuang Zhu: Hong Bao Pian,ONA,15.0,2023,7.59,1303
1830,Strike Witches Movie,Movie,1.0,2012,7.59,45327
1831,Sword Art Online: Alicization - War of Underworld,TV,12.0,2019,7.59,858247
1832,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu 2nd Season",TV,12.0,2025,7.59,151790
1833,Tong Ling Fei,ONA,16.0,2018,7.59,60309
1834,Top wo Nerae 2! Diebuster,OVA,6.0,2004,7.59,86301
1835,Uchuu Senkan Yamato,TV,26.0,1974,7.59,33208
1836,White Album 2,TV,13.0,2013,7.59,269892
1837,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,OVA,1.0,2013,7.59,293903
1838,Yowamushi Pedal: Glory Line,TV,25.0,2018,7.59,65537
1839,Yume-iro Pâtissière SP Professional,TV,13.0,2010,7.59,45351
1840,Akiba Meido Sensou,TV,12.0,2022,7.58,199297
1841,Bai Lian Cheng Shen 2,ONA,52.0,2023,7.58,2136
1842,BanG Dream! 2nd Season,TV,13.0,2019,7.58,53151
1843,BanG Dream! Morfonication,Special,2.0,2022,7.58,8973
1844,Biao Ren Er,ONA,8.0,2026,7.58,2511
1845,Da Wang Rao Ming 2,ONA,12.0,2023,7.58,26996
1846,Diamond no Ace OVA,OVA,3.0,2014,7.58,18537
1847,Doraemon Movie 28: Nobita to Midori no Kyojin Den,Movie,1.0,2008,7.58,15202
1848,Dragon Quest: Dai no Daibouken (TV),TV,46.0,1991,7.58,26528
1849,Ensemble Stars!! Tsuioku Selection Element,ONA,6.0,2023,7.58,3639
1850,Free! Dive to the Future: Soushun no Build-up!,Special,1.0,2018,7.58,27383
1851,Full Metal Panic! Invisible Victory,TV,12.0,2018,7.58,108908
1852,Fuuto Tantei Movie: Kamen Rider Skull no Shouzou,Movie,1.0,2024,7.58,7404
1853,Hakuouki: Sekkaroku,OVA,6.0,2011,7.58,29409
1854,Hana yori Dango,TV,51.0,1996,7.58,67942
1855,Hello! Lady Lynn,TV,36.0,1988,7.58,4899
1856,Hellsing: Digest for Freaks,OVA,1.0,2006,7.58,48603
1857,"Ima, Soko ni Iru Boku",TV,13.0,1999,7.58,162818
1858,Initial D: Project D to the Next Stage - Project D e Mukete,Special,1.0,2003,7.58,13821
